unit_id,connection_type,technology,tier,rsp,state_or_territory,is_this_service_impaired,is_this_service_underperforming,gateway_mac,All hour trimmed mean download speed,All hour minimum download speed,All hour maximum download speed,Busy hour trimmed mean download speed,Busy hour minimum download speed,Busy hour maximum download speed,All hour trimmed mean upload speed,All hour minimum upload speed,All hour maximum upload speed,Busy hour trimmed mean upload speed,Busy hour minimum upload speed,Busy hour maximum upload speed,All hour trimmed mean latency,All hour minimum latency,All hour maximum latency,Busy hour trimmed mean latency,Busy hour minimum latency,Busy hour maximum latency,Average daily outages
24029169,NBN,HFC,50/20 Mbps,Dodo & iPrimus,QLD,FALSE,FALSE,C0FFxxxxxx,51.77,22.01,53.25,51.52,44.88,53.19,18.2,13.12,18.4,17.75,15.11,18.32,11.64,9.76,39.52,17.86,10.38,39.52,0.03
21279217,NBN,HFC,100/20 Mbps,Aussie Broadband,QLD,FALSE,FALSE,B039xxxxxx,93.4,35.61,95.46,92.43,35.61,94.5,18.82,11.52,19.04,18.25,11.52,18.98,9.12,8.33,14.15,9.96,8.9,11.69,0.33
1029363,NBN,Fibre to the Node,25/5 Mbps,iiNet,NSW,FALSE,FALSE,E0B9xxxxxx,26.62,25.08,26.77,26.63,26.51,26.76,4.74,4.66,4.81,4.74,4.71,4.79,8.61,8.5,13.03,8.69,8.5,11,0
1028852,NBN,Fibre to the Node,50/20 Mbps,iiNet,NSW,FALSE,FALSE,A491xxxxxx,53.63,42.71,54.14,53.62,51.72,54.01,18.97,18.56,19.15,18.96,18.84,19.03,16.16,15.73,18.96,16.28,15.73,18.3,0.07
55187445,NBN,HFC,50/20 Mbps,TPG,NSW,FALSE,FALSE,98DAxxxxxx,53.16,45.24,53.56,53.18,47.9,53.56,18.25,7.09,18.96,18.25,8.89,18.81,8.73,7.87,12.19,8.77,8.12,10.74,0
26490101,NBN,Fibre to the Premises,50/20 Mbps,iiNet,TAS,FALSE,FALSE,9072xxxxxx,53.17,47.8,53.58,52.84,49.25,53.44,18.82,18.26,18.88,18.8,18.64,18.88,16.24,16.05,18.8,16.45,16.12,18.8,0.03
31032053,NBN,Fibre to the Curb,50/20 Mbps,Optus,NT + SA,FALSE,FALSE,ECF0xxxxxx,54.31,32.51,54.6,53.95,32.51,54.52,18.85,16.78,18.93,18.81,17.75,18.91,25.24,24.77,38.33,25.46,24.8,38.33,0.03
53382901,NBN,Fibre to the Node,50/20 Mbps,iiNet,NSW,FALSE,FALSE,E0B9xxxxxx,53.49,43.47,53.95,53.26,49,53.9,18.64,17.87,18.73,18.67,18.28,18.73,9.46,9.23,20.87,9.91,9.26,20.87,0
38966517,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,QLD,TRUE,TRUE,18F1xxxxxx,34.58,18.99,36.15,34.83,34.01,36.14,5.91,4.47,6.31,5.91,5.4,6.12,9.37,9.27,23.61,9.94,9.29,23.61,0
42314485,NBN,HFC,50/20 Mbps,Telstra,QLD,FALSE,FALSE,BC30xxxxxx,54.41,50.05,55,54.27,50.05,54.9,18.34,0.04,18.86,18.78,18.56,18.84,9.11,8.62,9.89,9.21,8.92,9.89,0.1
1028854,NBN,Fibre to the Node,50/20 Mbps,iiNet,NSW,FALSE,FALSE,1013xxxxxx,53.72,50.97,54.06,53.7,52.68,53.9,18.96,18.71,19.1,18.97,18.81,19.02,15.66,14.29,18.42,15.76,14.29,17.46,0
45564665,NBN,Fibre to the Curb,100/40 Mbps,Superloop,VIC,FALSE,FALSE,F832xxxxxx,99.84,55.8,101.96,99.51,84.13,101.83,36.28,28.39,36.7,35.66,29.65,36.58,8.44,7.46,69.94,13.14,7.58,53.28,0.47
2535417,NBN,Fibre to the Premises,100/40 Mbps,iiNet,NT + SA,FALSE,FALSE,00ADxxxxxx,102.58,25.46,107.81,95.99,25.46,107.79,34.99,28.17,35.93,34.7,29.35,35.88,44.83,40.85,213.92,48.2,40.85,213.92,0.13
21279225,NBN,Fibre to the Node,100/40 Mbps,MyRepublic,VIC,TRUE,FALSE,7CFFxxxxxx,87.77,0.28,91.63,85.72,1.91,91.28,35.36,0.44,36.33,33.17,12.1,36.33,14.67,14.44,31.15,14.91,14.48,25.04,1.52
23116281,NBN,HFC,50/20 Mbps,Exetel,NT + SA,FALSE,FALSE,5078xxxxxx,54.13,44.83,54.65,54.15,47.32,54.64,18.85,17.67,18.92,18.8,18.33,18.92,29.22,28.03,31.39,29.31,28.28,31.39,0.3
55105273,NBN,HFC,250/25 Mbps,Aussie Broadband,VIC,FALSE,FALSE,F48Cxxxxxx,215.9,128.4,229.37,206.35,128.4,227.19,22.41,11.36,23.14,22.77,22.42,23.07,12.04,8.64,19.72,14.03,9.99,19.72,0.47
2535419,NBN,Fibre to the Premises,100/40 Mbps,iiNet,WA,FALSE,FALSE,0C8Dxxxxxx,88.81,68,93.95,87.28,68,93.91,37.71,35.61,37.96,37.58,35.67,37.96,2.75,2.41,7.78,3.16,2.46,7.35,0
1231611,NBN,Fibre to the Node,50/20 Mbps,Telstra,VIC,FALSE,FALSE,20B0xxxxxx,42.99,11.01,55.01,41.78,11.8,54.69,15.92,0.07,18.61,14.86,0.11,18.5,6.67,5.84,28.34,7.61,5.89,18.69,0.2
1028860,NBN,Fibre to the Premises,50/20 Mbps,iiNet,NSW,FALSE,FALSE,C4EAxxxxxx,52.66,39.23,53.88,51.33,42.54,53.84,18.91,17.64,19.04,18.92,18.83,18.99,5.84,5.29,9.68,6.02,5.52,7.35,0.03
4329469,NBN,Fibre to the Node,100/40 Mbps,Aussie Broadband,NSW,TRUE,FALSE,00E0xxxxxx,70.37,33.55,78.66,66.13,39.27,78.6,30.33,19.26,32.52,29.53,23.45,32.51,7.38,6.99,11.01,7.75,7.02,10.18,0.2
3880957,NBN,Fibre to the Node,50/20 Mbps,Optus,QLD,FALSE,FALSE,88A6xxxxxx,53.53,39.52,55.43,52.36,39.52,55.43,18.85,17.86,19.06,18.85,18.61,18.98,7.26,6.94,19.52,7.68,6.96,10.74,0
31032061,NBN,HFC,250/25 Mbps,Optus,VIC,FALSE,FALSE,ECBExxxxxx,272.14,140.51,276.71,269.27,140.51,276.71,22.52,13.86,23.05,22.64,22.23,22.97,12.76,12.02,14.62,12.86,12.3,13.61,0.07
54369021,NBN,Fibre to the Node,50/20 Mbps,Dodo & iPrimus,NSW,FALSE,FALSE,D06Fxxxxxx,50.21,38.09,50.63,50.18,43,50.59,12.59,11.6,14.27,12.62,11.6,14.27,9.83,8.54,27.01,12.5,8.95,27.01,0.07
42314493,NBN,Fibre to the Node,25/5 Mbps,Telstra,WA,FALSE,FALSE,A491xxxxxx,26.76,14.67,27.68,26.48,14.67,27.41,4.86,4.27,5.36,4.85,4.27,5.23,8.64,7.16,39.79,9.06,7.23,33.86,3.14
2535421,NBN,Fibre to the Premises,250/25 Mbps,TPG,NT + SA,FALSE,FALSE,909Axxxxxx,252.52,46.94,270.94,233.66,71.62,269.77,23.28,17.59,23.66,22.9,17.59,23.59,43.86,42.16,128.38,52.14,42.19,128.38,0.13
5106685,NBN,Fibre to the Curb,50/20 Mbps,Telstra,NSW,FALSE,FALSE,BC30xxxxxx,53.77,35.91,55.43,52.97,35.91,55.17,18.8,17.43,18.87,18.77,17.74,18.87,6.87,6.37,40.84,7,6.4,10.01,0.47
2975231,NBN,Fibre to the Node,100/40 Mbps,Aussie Broadband,VIC,FALSE,FALSE,1449xxxxxx,91.58,24.27,96.8,90.8,24.27,92,35.46,9.52,35.86,35.51,34.53,35.8,5.75,5.61,18.79,5.97,5.63,10.88,0
1029375,NBN,Fibre to the Node,25/5 Mbps,TPG,VIC,FALSE,FALSE,C4E9xxxxxx,23.55,2.56,26.27,22.87,13.12,26.24,4.41,2.28,4.56,4.37,3.96,4.5,10.34,8.22,25.22,11.02,8.24,22.38,1.5
4719105,NBN,Fibre to the Node,50/20 Mbps,iiNet,QLD,FALSE,FALSE,E0B9xxxxxx,53.24,43.66,53.75,53.11,46.36,53.53,18.83,18.58,18.9,18.82,18.69,18.9,7.67,7.48,17.59,8.21,7.5,17.59,0
4991233,NBN,Fibre to the Node,50/20 Mbps,Telstra,NSW,TRUE,TRUE,1882xxxxxx,29.62,22.47,34.43,29.74,22.47,34.43,6.24,5.31,7.1,6.18,5.31,7.05,14.91,12.85,25.24,14.53,12.9,24.55,0.83
5071873,NBN,Fibre to the Node,50/20 Mbps,Optus,VIC,FALSE,FALSE,18F1xxxxxx,53.42,39.94,54.15,52.88,40.17,54.06,18.69,18.26,18.76,18.67,18.44,18.74,6.51,6.42,67.63,6.9,6.44,16.23,0
21279233,NBN,Fibre to the Node,100/20 Mbps,Aussie Broadband,QLD,TRUE,FALSE,E063xxxxxx,65.81,4.88,80.35,67.17,5.76,80.35,17.17,15.25,17.29,17.11,15.61,17.26,9.4,7.28,14.75,9.56,7.34,14.75,1.41
1029377,NBN,Fibre to the Premises,50/20 Mbps,TPG,TAS,FALSE,FALSE,18F1xxxxxx,53.73,28.45,54.33,53.78,48.47,54.29,18.77,16.54,18.87,18.7,17.53,18.84,13.19,13.09,15.17,13.35,13.13,15.17,0
33275649,NBN,HFC,250/25 Mbps,Optus,NSW,FALSE,FALSE,6466xxxxxx,270.41,252.3,274.54,268.93,255.55,273.55,22.89,12.14,23.96,22.24,12.22,23.96,9.57,8.2,24.08,9.89,9.02,11.69,0.35
2219265,NBN,Fibre to the Node,50/20 Mbps,iiNet,TAS,FALSE,TRUE,1013xxxxxx,31.67,29.09,31.95,31.58,29.24,31.95,10.9,10.53,11.28,10.88,10.53,11.15,18.14,17.98,22.49,18.41,18.05,22.49,0.08
22865921,NBN,HFC,250/25 Mbps,Superloop,NSW,FALSE,FALSE,FCECxxxxxx,252.24,78.8,257.91,247.94,78.8,257.52,23.65,18.09,23.76,23.65,23.4,23.76,10.46,9.62,11.85,10.7,9.95,11.73,0.04
1028866,NBN,Fibre to the Node,50/20 Mbps,iiNet,TAS,FALSE,FALSE,E0B9xxxxxx,53.52,47.08,53.93,53.36,47.08,53.85,17.62,17.16,17.89,17.61,17.39,17.81,16.48,16.28,20.02,16.78,16.38,20.02,0.43
2219267,NBN,Fibre to the Node,50/20 Mbps,iiNet,NT + SA,FALSE,FALSE,E028xxxxxx,53.2,46.39,53.55,53.11,46.39,53.55,17.31,16.58,17.61,17.28,16.86,17.5,20.78,18.71,26,21.15,19.84,26,0.03
28320517,NBN,Fibre to the Node,50/20 Mbps,Optus,QLD,TRUE,TRUE,1890xxxxxx,33.86,25.88,36.2,33.7,25.88,36.18,9.51,8.87,10.07,9.51,8.87,9.91,8.22,7.98,9.38,8.22,8,8.82,0.93
31032069,NBN,Fibre to the Node,50/20 Mbps,TPG,QLD,TRUE,FALSE,98DAxxxxxx,41.81,32.94,42.91,41.64,32.94,42.91,9.94,9.16,11.72,9.88,9.16,10.09,26.53,18.71,34.82,27.3,18.71,34.7,0
47354885,NBN,Fibre to the Curb,100/40 Mbps,Aussie Broadband,VIC,FALSE,FALSE,28BDxxxxxx,86.3,56.09,95.42,84.89,65.38,93.52,36.06,30.91,37.02,36.22,34.68,36.85,5.52,5.26,9.94,5.93,5.43,9.94,0
24028677,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,VIC,FALSE,FALSE,F8CAxxxxxx,53.55,43.6,54.59,53.2,43.6,54.18,17.63,17,17.95,17.57,17,17.82,11.74,11.46,20.13,12.59,11.64,20.13,0.13
2535431,NBN,Fibre to the Premises,100/40 Mbps,iiNet,NSW,FALSE,TRUE,E063xxxxxx,49.01,35.23,52.01,47.02,35.23,50.83,32.65,29.61,32.99,32.45,31,32.91,2.79,2.54,7.19,3.33,2.58,7.19,0.1
24454665,NBN,Fibre to the Premises,100/40 Mbps,iiNet,NSW,FALSE,FALSE,A491xxxxxx,106.34,80.49,108.19,105.42,81.6,107.91,37.63,34.18,37.72,37.59,36.7,37.72,2.93,2.51,6.79,3.26,2.58,5.87,0.07
45564681,NBN,Fibre to the Curb,50/20 Mbps,Optus,NSW,FALSE,FALSE,E4C3xxxxxx,43.51,8.52,44.69,43.87,34.49,44.69,18.71,18.03,18.89,18.73,18.24,18.89,7.95,5.98,69.99,8.82,6.12,31.18,0.07
23486985,NBN,Fibre to the Node,100/40 Mbps,Other RSPs,NSW,FALSE,FALSE,F8CAxxxxxx,77.78,2.68,93.28,62.84,2.68,93.03,37.2,18.88,37.72,35.69,24.17,37.69,12.58,9.25,114.28,25.89,10.15,114.28,0.67
48464393,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,NSW,FALSE,FALSE,1013xxxxxx,920.45,344.18,936.59,892.11,344.18,936.16,47.36,45.66,47.53,47.32,47.14,47.41,3.1,2.73,17.21,3.93,2.78,17.21,0
41793545,NBN,HFC,25/5 Mbps,TPG,VIC,FALSE,FALSE,1C3Bxxxxxx,26.35,17.88,26.56,26.25,23.82,26.5,4.43,2.17,4.71,4.39,3.75,4.65,8.02,7.72,32.72,8.22,7.9,10.2,0.83
2261003,NBN,Fibre to the Node,50/20 Mbps,Exetel,NSW,FALSE,FALSE,18F1xxxxxx,53.48,40.66,54.64,52.97,40.66,54.54,18.84,14.05,19.01,18.76,16.64,18.89,10.77,6.98,32.85,11.03,7,32.85,0.2
1027852,NBN,Fibre to the Node,50/20 Mbps,Telstra,VIC,FALSE,FALSE,E0B9xxxxxx,54.27,45.93,55.46,54.16,46.81,55.46,18.2,16.86,18.31,18.2,17.83,18.3,8.2,7.35,15.61,8.16,7.55,8.6,0.03
48464397,NBN,Fibre to the Node,50/20 Mbps,iiNet,QLD,FALSE,FALSE,78D2xxxxxx,53.54,28.62,54.08,53.29,48.16,53.88,18.97,18.73,19.04,18.96,18.85,19.01,14.04,11.35,24.41,14.02,11.36,24.41,0
1029389,NBN,Fibre to the Premises,250/25 Mbps,iiNet,TAS,FALSE,FALSE,E0B9xxxxxx,268.4,87.18,271.03,263.58,87.18,270.69,22.75,21.98,23.03,22.74,22.37,22.96,12.97,12.82,15.99,13.26,12.88,15.99,0.27
46192909,NBN,Fibre to the Node,50/20 Mbps,MyRepublic,NSW,FALSE,FALSE,3C84xxxxxx,54.33,47.52,54.73,54.15,48.96,54.72,18.97,18.29,19.15,18.97,18.86,19.15,9.42,8.87,27.36,11.33,8.93,25.5,0.2
2219277,NBN,Fibre to the Node,50/20 Mbps,iiNet,NT + SA,TRUE,FALSE,3810xxxxxx,46.16,36.78,47.63,45.49,36.78,47.54,17.42,16.75,17.7,17.37,16.86,17.7,16.91,14.97,21.8,17.33,16.21,21.8,0.1
1029391,NBN,Fibre to the Premises,50/20 Mbps,TPG,NSW,FALSE,FALSE,3C7Cxxxxxx,52.87,30.78,53.63,52.78,44.22,53.58,18.84,14.64,18.91,18.83,18.51,18.89,3.9,3.8,6.1,3.92,3.82,4.42,0.1
55971345,NBN,Fibre to the Node,100/20 Mbps,Dodo & iPrimus,VIC,FALSE,FALSE,1013xxxxxx,87.3,58.1,88.94,85.04,58.1,88.83,17.54,11.4,17.74,17.51,16.35,17.72,10.12,8.93,63.89,12.21,9.2,63.89,0
31726865,NBN very high speed services,HFC,500-990/50 Mbps,,WA,FALSE,FALSE,BCA5xxxxxx,818.43,368.12,937.99,761.8,441.01,936.5,47.4,46.36,47.54,47.3,47.08,47.46,9.39,8.92,11.08,9.73,9.18,11.08,0
1028882,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,VIC,FALSE,FALSE,0090xxxxxx,45.99,14.09,63.82,41.54,14.09,58.03,4.31,1.53,7.21,3.98,1.53,5.82,31.62,29.98,59.1,32.64,31.05,59.1,0.14
55971349,NBN,Fibre to the Premises,100/40 Mbps,iiNet,VIC,FALSE,FALSE,76ACxxxxxx,93.65,76.41,95.96,93.3,80.96,95.55,36.32,30.48,36.63,36.14,32.1,36.57,2.99,2.82,14.28,3.25,2.82,12.96,23.62
31726869,NBN very high speed services,HFC,500-990/50 Mbps,,QLD,FALSE,FALSE,1C3Bxxxxxx,860.76,418.46,897.04,818.44,418.46,897.04,45.51,24.02,46.31,45.48,42.06,46.25,16,14.7,34.87,16.4,14.79,34.87,0.17
53382933,NBN,Fibre to the Premises,12/1 Mbps,TPG,QLD,FALSE,FALSE,9848xxxxxx,12.47,7.78,12.67,12.51,9.54,12.64,1.15,0.81,1.3,1.13,0.93,1.25,2.95,2.82,8.83,3.02,2.82,7.9,0.33
42314517,NBN,HFC,100/40 Mbps,Optus,NSW,FALSE,FALSE,5CB1xxxxxx,107.72,71.6,109.75,107.37,93.8,109.75,36.86,12.22,38.06,36.8,31.54,37.54,10.76,8.47,13.81,10.91,9.51,12.35,0.27
2219285,NBN,Fibre to the Premises,100/20 Mbps,Telstra,TAS,FALSE,FALSE,A063xxxxxx,89.24,79.43,89.91,88.29,79.43,89.51,18.1,17.3,18.22,18,17.3,18.19,15.26,13.62,17.42,15.48,13.62,17.42,0.1
1027862,NBN,Fibre to the Curb,50/20 Mbps,Optus,NSW,FALSE,FALSE,10D7xxxxxx,54.38,39.07,55.55,53.96,39.07,55,18.62,17.05,19.18,18.63,17.85,19.18,6.43,5.5,21.92,6.58,5.5,18.57,0
1188375,NBN,HFC,250/25 Mbps,Telstra,VIC,FALSE,TRUE,1890xxxxxx,92.98,92.51,93.12,92.95,92.63,93.11,22.71,16.34,23.13,22.76,22.62,22.82,8.95,8.33,10.69,9.06,8.69,9.77,0
2535447,NBN,Fibre to the Node,50/20 Mbps,Telstra,WA,FALSE,FALSE,BC30xxxxxx,47.93,21.79,51.28,48,42.84,51.28,14.46,12.03,15.98,14.45,13.63,14.85,7.47,7.06,12.1,7.57,7.16,8.43,0.73
4329497,NBN,Fibre to the Curb,50/20 Mbps,Aussie Broadband,VIC,FALSE,FALSE,54B8xxxxxx,48.08,36.27,49.57,47.76,41.57,49.17,18.27,16.15,18.49,18.2,17.57,18.47,6.1,5.99,9.23,6.35,6.02,9.23,0.03
39357209,NBN,Fibre to the Premises,100/40 Mbps,Optus,QLD,FALSE,FALSE,0836xxxxxx,108.69,93.84,109.5,108.29,93.84,109.47,37.88,36,38.04,37.88,37.54,38,18.92,16.84,23.37,19.03,17.94,23.37,0.1
2261019,NBN,Fibre to the Premises,25/5 Mbps,Optus,VIC,FALSE,FALSE,D807xxxxxx,26.68,18.17,27.28,26.38,18.17,27.14,4.14,1.29,4.53,4.01,1.99,4.43,5.06,3.19,38.83,9.42,3.29,37.41,0.07
1029403,NBN,Fibre to the Node,25/10 Mbps,Aussie Broadband,NSW,FALSE,FALSE,AC84xxxxxx,26.59,16.29,27.6,25.74,16.29,27.35,9.42,7.57,9.55,9.24,7.57,9.52,17.33,17.08,22.65,17.92,17.19,22.65,0.07
26490141,NBN,Fibre to the Node,50/20 Mbps,Aussie Broadband,WA,FALSE,FALSE,7483xxxxxx,39.22,26.88,40.59,38.25,26.88,40.44,18.09,16.54,18.21,17.92,16.54,18.17,6.18,5.88,13.73,6.56,5.91,13.73,0
36729117,NBN,Fibre to the Node,50/20 Mbps,Optus,QLD,FALSE,FALSE,BC30xxxxxx,54.08,27.36,55.23,53.57,35.57,54.65,18.98,18.6,19.15,18.97,18.71,19.09,8.75,8.67,16.5,8.98,8.69,16.5,0.03
6986269,NBN,Fibre to the Curb,100/40 Mbps,Aussie Broadband,VIC,FALSE,FALSE,6063xxxxxx,101.16,87.07,101.9,100.77,87.07,101.9,36.53,32.35,36.68,36.5,35.6,36.64,4.76,4.67,12.97,5.04,4.72,12.97,0.03
50570781,NBN very high speed services,HFC,500-990/50 Mbps,,NT + SA,FALSE,FALSE,F02Fxxxxxx,760.44,245.81,939.71,479.01,261.7,933,46.07,12.24,46.28,45.6,41.5,46.17,16.71,16.41,24.49,17.31,16.6,24.49,0.03
24029469,NBN,Fibre to the Curb,50/20 Mbps,Aussie Broadband,QLD,FALSE,FALSE,7832xxxxxx,53.95,48.39,54.61,53.9,48.64,54.51,18.96,18.58,19.02,18.96,18.58,19.02,10.11,10.03,18.4,10.35,10.09,15.55,0.03
1231645,NBN,Fibre to the Node,50/20 Mbps,Optus,NSW,TRUE,FALSE,9072xxxxxx,44.54,26.72,45.63,44.55,39.24,45.63,11.41,9.68,12.5,11.33,10.47,12.14,9.1,8.05,21.74,9.07,8.07,10.88,0.03
54645277,NBN,Fibre to the Curb,50/20 Mbps,Exetel,VIC,FALSE,FALSE,74DAxxxxxx,53.74,41.88,54.43,52.99,41.88,54.43,17.89,15.98,18.05,17.9,17.18,18.05,5.68,4.73,11.33,6.01,4.81,11.33,0.03
1194527,NBN,Fibre to the Premises,100/40 Mbps,Aussie Broadband,NSW,FALSE,FALSE,74ACxxxxxx,98.25,43.5,108.57,97.57,86.25,105.91,37.73,20.83,38,37.51,33.9,37.97,4.84,4.6,67.29,5.1,4.61,11.29,0.1
1028896,NBN,Fibre to the Node,50/20 Mbps,Telstra,NSW,FALSE,FALSE,1013xxxxxx,53.18,24.38,55.1,53.09,24.38,55.1,18.99,16.58,19.28,18.95,16.89,19.17,7.67,6.96,13.38,7.74,6.97,8.63,0.5
48464417,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,VIC,FALSE,FALSE,D8D7xxxxxx,64.12,38.39,70.85,62.07,38.39,70.85,5.51,2.57,7.23,5.15,3.27,6.48,30.66,28.05,33.79,30.71,28.2,32.34,0
47354913,NBN,HFC,250/25 Mbps,Aussie Broadband,NSW,FALSE,TRUE,B4FBxxxxxx,140.65,62.35,180.36,151.02,125.04,173.82,23.04,0.56,23.77,23.37,22.68,23.73,12.19,10.57,29.29,12.62,10.87,20.14,0.23
6986529,NBN,HFC,50/20 Mbps,Optus,VIC,FALSE,FALSE,2C4Dxxxxxx,53.27,25.26,54.41,52.32,29.93,54.4,18.26,16.77,18.4,18.2,16.77,18.38,11.62,7.84,30.72,13.08,8.17,30.72,0.1
1029409,NBN,Fibre to the Node,50/20 Mbps,Telstra,VIC,TRUE,TRUE,BC30xxxxxx,28.3,19.09,29.26,27.95,24.04,29.26,8.49,7.67,9.2,8.45,7.92,9.12,6.99,6.03,31.08,7.37,6.15,9.8,0.13
55971365,NBN,HFC,100/40 Mbps,iiNet,QLD,FALSE,FALSE,788Axxxxxx,95.49,45.62,97.59,93.78,45.62,97.42,37.73,28.71,38,37.64,34.58,37.88,10.14,8.38,34.43,10.45,8.63,30.39,0.03
1188389,NBN,Fibre to the Premises,250/25 Mbps,iiNet,VIC,FALSE,FALSE,3C7Cxxxxxx,268.12,169.1,271.17,264.86,169.1,271.03,22.21,21.21,22.69,22.26,21.42,22.55,2.48,2.26,8.01,2.89,2.38,8.01,0
55519269,NBN,Fibre to the Node,50/20 Mbps,Telstra,ACT,FALSE,FALSE,D435xxxxxx,54.05,41.05,55.11,53.02,41.05,54.95,18.99,15.05,19.57,19.04,18.83,19.13,9.94,8.01,43.18,10.12,8.11,18.5,0.31
55276837,NBN,HFC,50/20 Mbps,Dodo & iPrimus,WA,FALSE,FALSE,244Bxxxxxx,52.64,38.38,53.42,51.31,38.38,53.37,18.82,16.12,18.92,18.7,17.7,18.9,10.22,9.81,40.15,11.53,10.01,40.15,0.19
24028709,NBN,Fibre to the Node,100/40 Mbps,iiNet,WA,FALSE,FALSE,0017xxxxxx,92.2,72.64,93.44,91.43,72.64,93.43,37.43,32.28,37.69,37.25,32.28,37.67,8.73,5.98,16.1,9.02,7.18,10.85,0.17
54645285,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,TAS,FALSE,FALSE,3C7Cxxxxxx,791.96,141.4,934.85,722.47,141.4,931.98,45.58,44.93,45.92,45.58,45.26,45.91,13.89,13.71,14.74,13.91,13.82,14.23,0.2
2219301,NBN,Fibre to the Curb,100/20 Mbps,Optus,VIC,FALSE,FALSE,1006xxxxxx,92.45,79.61,95.33,92.45,82.86,95.33,18.02,17.6,18.17,17.99,17.71,18.1,6.84,6.06,14.05,7.18,6.37,14.05,0.07
22865957,NBN,HFC,100/40 Mbps,Telstra,VIC,FALSE,FALSE,A491xxxxxx,106.94,12.29,109.54,104.53,75.66,109.54,36.44,33.44,36.65,36.38,35.64,36.49,9.73,7.95,67.59,9.1,8.52,15.48,0.67
1194535,NBN,Fibre to the Premises,50/20 Mbps,Telstra,VIC,FALSE,FALSE,20B0xxxxxx,53.62,26.55,55.1,52.19,29.18,55.1,18.27,15.88,18.43,18.19,15.91,18.43,4.09,3.97,11.65,4.32,4.01,6.96,0.1
56963113,NBN,Fibre to the Node,25/5 Mbps,iiNet,WA,FALSE,FALSE,D435xxxxxx,19.01,15.03,21.66,19.07,15.43,21.63,4.5,4.1,4.68,4.51,4.33,4.64,8.64,7.23,15.83,9.79,7.55,15.83,0
55458345,NBN,Fibre to the Premises,50/20 Mbps,Other RSPs,NSW,FALSE,FALSE,ECBExxxxxx,51.39,6.07,54.56,51.33,33.47,54.38,18.83,18.08,18.91,18.85,18.79,18.88,8.49,5.31,14.79,8.23,5.32,14.52,0.07
24329001,NBN,Fibre to the Node,50/20 Mbps,Superloop,VIC,FALSE,FALSE,2C4Dxxxxxx,50.77,28.37,53.12,49.01,28.37,52.67,17.47,15.74,17.82,17.27,16.65,17.66,6.43,4.96,65.51,13.03,5.23,65.51,0.23
42617385,NBN,HFC,100/40 Mbps,Telstra,NSW,FALSE,FALSE,20B0xxxxxx,108.8,95.83,109.91,108.43,98.84,109.56,33.76,4.59,37.87,33.16,20.22,37.6,10.85,9.23,15.54,11.14,10.22,13.81,0.17
54368809,NBN_FW,Fixed Wireless,Fixed Wireless Plus,,QLD,FALSE,FALSE,683Axxxxxx,37.22,14.86,50.1,35.95,14.86,42.7,7.69,2.84,10.47,6.55,2.84,9.42,35.01,34.21,43.72,35.19,34.59,43.72,0.33
22074665,NBN,Fibre to the Node,50/20 Mbps,iiNet,NSW,FALSE,FALSE,305Axxxxxx,53.21,43.4,53.72,53.11,45.68,53.6,18.83,16.03,18.89,18.82,18.66,18.89,9.66,9.55,12.42,9.73,9.58,10.81,0
1027884,NBN,Fibre to the Premises,100/20 Mbps,Telstra,VIC,FALSE,FALSE,A040xxxxxx,107.9,54.44,110.53,106.84,80.31,109.13,17.92,6.18,18.29,17.53,12.87,18.21,4.11,3.99,6.66,4.23,4.01,6.31,0.13
3881005,NBN,Fibre to the Node,50/20 Mbps,iiNet,VIC,TRUE,FALSE,3431xxxxxx,37.92,21.76,40.3,35.58,21.76,40.26,9.38,8.79,9.62,9.35,8.93,9.54,8.21,7.32,23.18,10.39,7.45,19.81,0.03
2975277,NBN,Fibre to the Curb,50/20 Mbps,Other RSPs,QLD,FALSE,FALSE,28EExxxxxx,52.86,38.5,54.12,51.69,38.5,53.96,18.76,17.5,18.85,18.71,18.15,18.84,24.43,18.11,41.51,24.84,18.16,41.51,0
39486509,NBN,HFC,250/25 Mbps,TPG,NT + SA,FALSE,FALSE,C025xxxxxx,268.28,188.43,270.04,266.71,188.43,269.71,22.4,21.53,22.6,22.37,21.62,22.57,18.75,16.79,21.24,18.98,18.12,21.24,0.03
39357229,NBN very high speed services,Fibre to the Premises,500-990/50 Mbps,,WA,FALSE,FALSE,B4FBxxxxxx,911.8,584.81,936.72,875.97,584.81,936.51,47.39,34.59,47.47,47.36,46.61,47.45,3.7,3.44,10.59,4.19,3.54,10.59,0
1194543,NBN,Fibre to the Premises,100/40 Mbps,Optus,NSW,FALSE,FALSE,247Fxxxxxx,108.77,83.56,110.73,108.49,98.81,110.73,37.61,37.05,38.14,37.59,37.05,37.65,4.87,3.36,16.2,4.81,3.38,6.97,0
3881009,NBN,Fibre to the Premises,12/1 Mbps,TPG,QLD,FALSE,FALSE,C471xxxxxx,12.56,10.24,12.65,12.51,10.24,12.64,0.61,0.18,1.01,0.64,0.53,0.83,2.28,2.16,4.17,2.36,2.18,3.72,1.1
